product category; product name; product description; price; product option; option value;nothing useful; product option; option value 
cap;Bayside USA-Made Unstructured Cap;;17;color;orange;;size;large
cap;Bayside USA-Made Unstructured Cap;;17;color;orange;;size;x-large
cap;Bayside USA-Made Unstructured Cap;;17;color;gray;;size;small
cap;Bayside USA-Made Unstructured Cap;;17;color;gray;;size;medium
cap;Bayside USA-Made Unstructured Cap;;17;color;gray;;size;large
cap;Bayside USA-Made Unstructured Cap;;17;color;gray;;size;x-large
cap;Bayside USA-Made Unstructured Cap;;17;color;purple;;size;small
cap;Bayside USA-Made Unstructured Cap;;17;color;purple;;size;medium
cap;Bayside USA-Made Unstructured Cap;;17;color;purple;;size;large
cap;Bayside USA-Made Unstructured Cap;;17;color;purple;;size;x-large
cap;Bayside USA-Made Unstructured Cap;;17;color;black;;size;small
cap;Bayside USA-Made Unstructured Cap;;17;color;black;;size;medium
cap;Bayside USA-Made Unstructured Cap;;17;color;black;;size;large
cap;Bayside USA-Made Unstructured Cap;;17;color;black;;size;x-large
shirt;Bella + Canvas Unisex Jersey 3/4 Sleeve Baseball Tee;;14;color;purple;;size;small
shirt;Bella + Canvas Unisex Jersey 3/4 Sleeve Baseball Tee;;14;color;purple;;size;medium
shirt;Bella + Canvas Unisex Jersey 3/4 Sleeve Baseball Tee;;14;color;purple;;size;large
shirt;Bella + Canvas Unisex Jersey 3/4 Sleeve Baseball Tee;;14;color;purple;;size;x-large
shirt;Bella Canvas Unisex Triblend S/S Tee;;33;color;purple;;size;small
shirt;Bella Canvas Unisex Triblend S/S Tee;;33;color;purple;;size;medium
shirt;Bella Canvas Unisex Triblend S/S Tee;;33;color;purple;;size;large
shirt;Bella Canvas Unisex Triblend S/S Tee;;33;color;purple;;size;x-large
shirt;Bella Canvas Unisex Triblend S/S Tee;;33;color;sky blue;;size;small
shirt;Bella Canvas Unisex Triblend S/S Tee;;33;color;sky blue;;size;medium
shirt;Bella Canvas Unisex Triblend S/S Tee;;33;color;sky blue;;size;large
shirt;Bella Canvas Unisex Triblend S/S Tee;;33;color;sky blue;;size;x-large
shirt;Bella Canvas Unisex Triblend S/S Tee;;33;color;orange;;size;small
shirt;Bella Canvas Unisex Triblend S/S Tee;;33;color;orange;;size;medium
shirt;Bella Canvas Unisex Triblend S/S Tee;;33;color;orange;;size;large
shirt;Bella Canvas Unisex Triblend S/S Tee;;33;color;orange;;size;x-large
shirt;Bella Canvas Unisex Triblend S/S Tee;;33;color;yellow;;size;small
shirt;Bella Canvas Unisex Triblend S/S Tee;;33;color;yellow;;size;medium
shirt;Bella Canvas Unisex Triblend S/S Tee;;33;color;yellow;;size;large
shirt;Bella Canvas Unisex Triblend S/S Tee;;33;color;yellow;;size;x-large
shirt;Bella Canvas Unisex Triblend S/S Tee;;33;color;gray;;size;small
shirt;Bella Canvas Unisex Triblend S/S Tee;;33;color;gray;;size;medium
shirt;Bella Canvas Unisex Triblend S/S Tee;;33;color;gray;;size;large
shirt;Bella Canvas Unisex Triblend S/S Tee;;33;color;gray;;size;x-large
shirt;Buffalo David Bitton Men's Tabar Short Sleeve Vneck Fashion Tee Shirt;;25;color;pink;;size;small
shirt;Buffalo David Bitton Men's Tabar Short Sleeve Vneck Fashion Tee Shirt;;25;color;pink;;size;medium
shirt;Buffalo David Bitton Men's Tabar Short Sleeve Vneck Fashion Tee Shirt;;25;color;pink;;size;large
shirt;Buffalo David Bitton Men's Tabar Short Sleeve Vneck Fashion Tee Shirt;;25;color;pink;;size;x-large
shirt;Buffalo David Bitton Men's Tabar Short Sleeve Vneck Fashion Tee Shirt;;25;color;maroon;;size;small
shirt;Buffalo David Bitton Men's Tabar Short Sleeve Vneck Fashion Tee Shirt;;25;color;maroon;;size;medium
shirt;Buffalo David Bitton Men's Tabar Short Sleeve Vneck Fashion Tee Shirt;;25;color;maroon;;size;large
shirt;Buffalo David Bitton Men's Tabar Short Sleeve Vneck Fashion Tee Shirt;;25;color;maroon;;size;x-large
shirt;Buffalo David Bitton Men's Tabar Short Sleeve Vneck Fashion Tee Shirt;;25;color;gray;;size;small
shirt;Buffalo David Bitton Men's Tabar Short Sleeve Vneck Fashion Tee Shirt;;25;color;gray;;size;medium
shirt;Buffalo David Bitton Men's Tabar Short Sleeve Vneck Fashion Tee Shirt;;25;color;gray;;size;large
shirt;Buffalo David Bitton Men's Tabar Short Sleeve Vneck Fashion Tee Shirt;;25;color;gray;;size;x-large
shirt;Buffalo David Bitton Men's Tabar Short Sleeve Vneck Fashion Tee Shirt;;25;color;yellow;;size;small
shirt;Buffalo David Bitton Men's Tabar Short Sleeve Vneck Fashion Tee Shirt;;25;color;yellow;;size;medium
shirt;Buffalo David Bitton Men's Tabar Short Sleeve Vneck Fashion Tee Shirt;;25;color;yellow;;size;large
shirt;Buffalo David Bitton Men's Tabar Short Sleeve Vneck Fashion Tee Shirt;;25;color;yellow;;size;x-large
shirt;Buffalo David Bitton Men's Tabar Short Sleeve Vneck Fashion Tee Shirt;;25;color;purple;;size;small
shirt;Buffalo David Bitton Men's Tabar Short Sleeve Vneck Fashion Tee Shirt;;25;color;purple;;size;medium
shirt;Buffalo David Bitton Men's Tabar Short Sleeve Vneck Fashion Tee Shirt;;25;color;purple;;size;large
shirt;Buffalo David Bitton Men's Tabar Short Sleeve Vneck Fashion Tee Shirt;;25;color;purple;;size;x-large
shirt;Buffalo David Bitton Men's Tabar Short Sleeve Vneck Fashion Tee Shirt;;25;color;hunter green;;size;small
shirt;Buffalo David Bitton Men's Tabar Short Sleeve Vneck Fashion Tee Shirt;;25;color;hunter green;;size;medium
shirt;Buffalo David Bitton Men's Tabar Short Sleeve Vneck Fashion Tee Shirt;;25;color;hunter green;;size;large
shirt;Buffalo David Bitton Men's Tabar Short Sleeve Vneck Fashion Tee Shirt;;25;color;hunter green;;size;x-large
shirt;Buffalo David Bitton Men's Tabar Short Sleeve Vneck Fashion Tee Shirt;;25;color;sky blue;;size;small
shirt;Buffalo David Bitton Men's Tabar Short Sleeve Vneck Fashion Tee Shirt;;25;color;sky blue;;size;medium
shirt;Buffalo David Bitton Men's Tabar Short Sleeve Vneck Fashion Tee Shirt;;25;color;sky blue;;size;large
shirt;Buffalo David Bitton Men's Tabar Short Sleeve Vneck Fashion Tee Shirt;;25;color;sky blue;;size;x-large
shirt;Buffalo David Bitton Men's Tabar Short Sleeve Vneck Fashion Tee Shirt;;25;color;black;;size;small
shirt;Buffalo David Bitton Men's Tabar Short Sleeve Vneck Fashion Tee Shirt;;25;color;black;;size;medium
shirt;Buffalo David Bitton Men's Tabar Short Sleeve Vneck Fashion Tee Shirt;;25;color;black;;size;large
shirt;Buffalo David Bitton Men's Tabar Short Sleeve Vneck Fashion Tee Shirt;;25;color;black;;size;x-large
shirt;Buffalo David Bitton Men's Tafate Short Sleeve Vneck Fashion Tee Shirt;;25;color;black;;size;small
shirt;Buffalo David Bitton Men's Tafate Short Sleeve Vneck Fashion Tee Shirt;;25;color;black;;size;medium
shirt;Buffalo David Bitton Men's Tafate Short Sleeve Vneck Fashion Tee Shirt;;25;color;black;;size;large
shirt;Buffalo David Bitton Men's Tafate Short Sleeve Vneck Fashion Tee Shirt;;25;color;black;;size;x-large
shirt;Buffalo David Bitton Men's Tafate Short Sleeve Vneck Fashion Tee Shirt;;25;color;sky blue;;size;small
shirt;Buffalo David Bitton Men's Tafate Short Sleeve Vneck Fashion Tee Shirt;;25;color;sky blue;;size;medium
shirt;Buffalo David Bitton Men's Tafate Short Sleeve Vneck Fashion Tee Shirt;;25;color;sky blue;;size;large
shirt;Buffalo David Bitton Men's Tafate Short Sleeve Vneck Fashion Tee Shirt;;25;color;sky blue;;size;x-large
shirt;Buffalo David Bitton Men's Tafate Short Sleeve Vneck Fashion Tee Shirt;;25;color;maroon;;size;small
shirt;Buffalo David Bitton Men's Tafate Short Sleeve Vneck Fashion Tee Shirt;;25;color;maroon;;size;medium
shirt;Buffalo David Bitton Men's Tafate Short Sleeve Vneck Fashion Tee Shirt;;25;color;maroon;;size;large
shirt;Buffalo David Bitton Men's Tafate Short Sleeve Vneck Fashion Tee Shirt;;25;color;maroon;;size;x-large
shirt;Buffalo David Bitton Men's Tafate Short Sleeve Vneck Fashion Tee Shirt;;25;color;purple;;size;small
shirt;Buffalo David Bitton Men's Tafate Short Sleeve Vneck Fashion Tee Shirt;;25;color;purple;;size;medium
shirt;Buffalo David Bitton Men's Tafate Short Sleeve Vneck Fashion Tee Shirt;;25;color;purple;;size;large
shirt;Buffalo David Bitton Men's Tafate Short Sleeve Vneck Fashion Tee Shirt;;25;color;purple;;size;x-large
shirt;Buffalo David Bitton Men's Tafate Short Sleeve Vneck Fashion Tee Shirt;;25;color;gray;;size;small
shirt;Buffalo David Bitton Men's Tafate Short Sleeve Vneck Fashion Tee Shirt;;25;color;gray;;size;medium
shirt;Buffalo David Bitton Men's Tafate Short Sleeve Vneck Fashion Tee Shirt;;25;color;gray;;size;large
shirt;Buffalo David Bitton Men's Tafate Short Sleeve Vneck Fashion Tee Shirt;;25;color;gray;;size;x-large
shirt;Buffalo David Bitton Men's Tafate Short Sleeve Vneck Fashion Tee Shirt;;25;color;pink;;size;small
shirt;Buffalo David Bitton Men's Tafate Short Sleeve Vneck Fashion Tee Shirt;;25;color;pink;;size;medium
shirt;Buffalo David Bitton Men's Tafate Short Sleeve Vneck Fashion Tee Shirt;;25;color;pink;;size;large
shirt;Buffalo David Bitton Men's Tafate Short Sleeve Vneck Fashion Tee Shirt;;25;color;pink;;size;x-large
shirt;Buffalo David Bitton Men's Taraw Short Sleeve Crewneck Fashion Tee Shirt;;10;color;hunter green;;size;small
shirt;Buffalo David Bitton Men's Taraw Short Sleeve Crewneck Fashion Tee Shirt;;10;color;hunter green;;size;medium
shirt;Buffalo David Bitton Men's Taraw Short Sleeve Crewneck Fashion Tee Shirt;;10;color;hunter green;;size;large
shirt;Buffalo David Bitton Men's Taraw Short Sleeve Crewneck Fashion Tee Shirt;;10;color;hunter green;;size;x-large
shirt;Buffalo David Bitton Men's Taraw Short Sleeve Crewneck Fashion Tee Shirt;;10;color;pink;;size;small
shirt;Buffalo David Bitton Men's Taraw Short Sleeve Crewneck Fashion Tee Shirt;;10;color;pink;;size;medium
shirt;Buffalo David Bitton Men's Taraw Short Sleeve Crewneck Fashion Tee Shirt;;10;color;pink;;size;large
shirt;Buffalo David Bitton Men's Taraw Short Sleeve Crewneck Fashion Tee Shirt;;10;color;pink;;size;x-large
shirt;Buffalo David Bitton Men's Taraw Short Sleeve Crewneck Fashion Tee Shirt;;10;color;royal blue;;size;small
shirt;Buffalo David Bitton Men's Taraw Short Sleeve Crewneck Fashion Tee Shirt;;10;color;royal blue;;size;medium
shirt;Buffalo David Bitton Men's Taraw Short Sleeve Crewneck Fashion Tee Shirt;;10;color;royal blue;;size;large
shirt;Buffalo David Bitton Men's Taraw Short Sleeve Crewneck Fashion Tee Shirt;;10;color;royal blue;;size;x-large
shirt;Buffalo David Bitton Men's Taraw Short Sleeve Crewneck Fashion Tee Shirt;;10;color;red;;size;small
shirt;Buffalo David Bitton Men's Taraw Short Sleeve Crewneck Fashion Tee Shirt;;10;color;red;;size;medium
shirt;Buffalo David Bitton Men's Taraw Short Sleeve Crewneck Fashion Tee Shirt;;10;color;red;;size;large
shirt;Buffalo David Bitton Men's Taraw Short Sleeve Crewneck Fashion Tee Shirt;;10;color;red;;size;x-large
water bottle;Camelback Kid's Water Bottle;Insulated Water Bottle;40;color;pink;;size;small
water bottle;Camelback Kid's Water Bottle;Insulated Water Bottle;40;color;pink;;size;medium
water bottle;Camelback Kid's Water Bottle;Insulated Water Bottle;40;color;pink;;size;large
water bottle;Camelback Kid's Water Bottle;Insulated Water Bottle;40;color;pink;;size;x-large
water bottle;Camelback Kid's Water Bottle;Insulated Water Bottle;40;color;sky blue;;size;small
water bottle;Camelback Kid's Water Bottle;Insulated Water Bottle;40;color;sky blue;;size;medium
water bottle;Camelback Kid's Water Bottle;Insulated Water Bottle;40;color;sky blue;;size;large
water bottle;Camelback Kid's Water Bottle;Insulated Water Bottle;40;color;sky blue;;size;x-large
water bottle;Camelback Kid's Water Bottle;Insulated Water Bottle;40;color;orange;;size;small
water bottle;Camelback Kid's Water Bottle;Insulated Water Bottle;40;color;orange;;size;medium
water bottle;Camelback Kid's Water Bottle;Insulated Water Bottle;40;color;orange;;size;large
water bottle;Camelback Kid's Water Bottle;Insulated Water Bottle;40;color;orange;;size;x-large
water bottle;Camelback Kid's Water Bottle;Insulated Water Bottle;40;color;royal blue;;size;small
water bottle;Camelback Kid's Water Bottle;Insulated Water Bottle;40;color;royal blue;;size;medium
water bottle;Camelback Kid's Water Bottle;Insulated Water Bottle;40;color;royal blue;;size;large
water bottle;Camelback Kid's Water Bottle;Insulated Water Bottle;40;color;royal blue;;size;x-large
water bottle;Camelback Kid's Water Bottle;Insulated Water Bottle;40;color;black;;size;small
water bottle;Camelback Kid's Water Bottle;Insulated Water Bottle;40;color;black;;size;medium
water bottle;Camelback Kid's Water Bottle;Insulated Water Bottle;40;color;black;;size;large
water bottle;Camelback Kid's Water Bottle;Insulated Water Bottle;40;color;black;;size;x-large
water bottle;Camelback Kid's Water Bottle;Insulated Water Bottle;40;color;gray;;size;small
water bottle;Camelback Kid's Water Bottle;Insulated Water Bottle;40;color;gray;;size;medium
water bottle;Camelback Kid's Water Bottle;Insulated Water Bottle;40;color;gray;;size;large
water bottle;Camelback Kid's Water Bottle;Insulated Water Bottle;40;color;gray;;size;x-large
water bottle;Camelback Kid's Water Bottle;Insulated Water Bottle;40;color;red;;size;small
water bottle;Camelback Kid's Water Bottle;Insulated Water Bottle;40;color;red;;size;medium
water bottle;Camelback Kid's Water Bottle;Insulated Water Bottle;40;color;red;;size;large
water bottle;Camelback Kid's Water Bottle;Insulated Water Bottle;40;color;red;;size;x-large
water bottle;Camelback Kid's Water Bottle;Insulated Water Bottle;40;color;yellow;;size;small
water bottle;Camelback Kid's Water Bottle;Insulated Water Bottle;40;color;yellow;;size;medium
water bottle;Camelback Kid's Water Bottle;Insulated Water Bottle;40;color;yellow;;size;large
water bottle;Camelback Kid's Water Bottle;Insulated Water Bottle;40;color;yellow;;size;x-large
water bottle;CamelBak  CamelBak Water Bottle;Pull top bottle;28;color;sky blue;;size;small
water bottle;CamelBak  CamelBak Water Bottle;Pull top bottle;28;color;sky blue;;size;medium
water bottle;CamelBak  CamelBak Water Bottle;Pull top bottle;28;color;sky blue;;size;large
water bottle;CamelBak  CamelBak Water Bottle;Pull top bottle;28;color;sky blue;;size;x-large
water bottle;CamelBak  CamelBak Water Bottle;Pull top bottle;28;color;red;;size;small
water bottle;CamelBak  CamelBak Water Bottle;Pull top bottle;28;color;red;;size;medium
water bottle;CamelBak  CamelBak Water Bottle;Pull top bottle;28;color;red;;size;large
water bottle;CamelBak  CamelBak Water Bottle;Pull top bottle;28;color;red;;size;x-large
water bottle;CamelBak  CamelBak Water Bottle;Pull top bottle;28;color;royal blue;;size;small
water bottle;CamelBak  CamelBak Water Bottle;Pull top bottle;28;color;royal blue;;size;medium
water bottle;CamelBak  CamelBak Water Bottle;Pull top bottle;28;color;royal blue;;size;large
water bottle;CamelBak  CamelBak Water Bottle;Pull top bottle;28;color;royal blue;;size;x-large
water bottle;CamelBak  CamelBak Water Bottle;Pull top bottle;28;color;gray;;size;small
water bottle;CamelBak  CamelBak Water Bottle;Pull top bottle;28;color;gray;;size;medium
water bottle;CamelBak  CamelBak Water Bottle;Pull top bottle;28;color;gray;;size;large
water bottle;CamelBak  CamelBak Water Bottle;Pull top bottle;28;color;gray;;size;x-large
water bottle;CamelBak  CamelBak Water Bottle;Pull top bottle;28;color;maroon;;size;small
water bottle;CamelBak  CamelBak Water Bottle;Pull top bottle;28;color;maroon;;size;medium
water bottle;CamelBak  CamelBak Water Bottle;Pull top bottle;28;color;maroon;;size;large
water bottle;CamelBak  CamelBak Water Bottle;Pull top bottle;28;color;maroon;;size;x-large
water bottle;CamelBak  CamelBak Water Bottle;Pull top bottle;28;color;black;;size;small
water bottle;CamelBak  CamelBak Water Bottle;Pull top bottle;28;color;black;;size;medium
water bottle;CamelBak  CamelBak Water Bottle;Pull top bottle;28;color;black;;size;large
water bottle;CamelBak  CamelBak Water Bottle;Pull top bottle;28;color;black;;size;x-large
water bottle;CamelBak  CamelBak Water Bottle;Pull top bottle;28;color;purple;;size;small
water bottle;CamelBak  CamelBak Water Bottle;Pull top bottle;28;color;purple;;size;medium
water bottle;CamelBak  CamelBak Water Bottle;Pull top bottle;28;color;purple;;size;large
water bottle;CamelBak  CamelBak Water Bottle;Pull top bottle;28;color;purple;;size;x-large
shirt;Carhartt Men's Big & Tall Workwear Pocket Short-Sleeve T-Shirt;;36;color;maroon;;size;small
shirt;Carhartt Men's Big & Tall Workwear Pocket Short-Sleeve T-Shirt;;36;color;maroon;;size;medium
shirt;Carhartt Men's Big & Tall Workwear Pocket Short-Sleeve T-Shirt;;36;color;maroon;;size;large
shirt;Carhartt Men's Big & Tall Workwear Pocket Short-Sleeve T-Shirt;;36;color;maroon;;size;x-large
shirt;Carhartt Men's Big & Tall Workwear Pocket Short-Sleeve T-Shirt;;36;color;hunter green;;size;small
shirt;Carhartt Men's Big & Tall Workwear Pocket Short-Sleeve T-Shirt;;36;color;hunter green;;size;medium
shirt;Carhartt Men's Big & Tall Workwear Pocket Short-Sleeve T-Shirt;;36;color;hunter green;;size;large
shirt;Carhartt Men's Big & Tall Workwear Pocket Short-Sleeve T-Shirt;;36;color;hunter green;;size;x-large
shirt;Carhartt Men's Big & Tall Workwear Pocket Short-Sleeve T-Shirt;;36;color;sky blue;;size;small
shirt;Carhartt Men's Big & Tall Workwear Pocket Short-Sleeve T-Shirt;;36;color;sky blue;;size;medium
shirt;Carhartt Men's Big & Tall Workwear Pocket Short-Sleeve T-Shirt;;36;color;sky blue;;size;large
shirt;Carhartt Men's Big & Tall Workwear Pocket Short-Sleeve T-Shirt;;36;color;sky blue;;size;x-large
shirt;Carhartt Men's Big & Tall Workwear Pocket Short-Sleeve T-Shirt;;36;color;royal blue;;size;small
shirt;Carhartt Men's Big & Tall Workwear Pocket Short-Sleeve T-Shirt;;36;color;royal blue;;size;medium
shirt;Carhartt Men's Big & Tall Workwear Pocket Short-Sleeve T-Shirt;;36;color;royal blue;;size;large
shirt;Carhartt Men's Big & Tall Workwear Pocket Short-Sleeve T-Shirt;;36;color;royal blue;;size;x-large
shirt;Carhartt Men's Big & Tall Workwear Pocket Short-Sleeve T-Shirt;;36;color;yellow;;size;small
shirt;Carhartt Men's Big & Tall Workwear Pocket Short-Sleeve T-Shirt;;36;color;yellow;;size;medium
shirt;Carhartt Men's Big & Tall Workwear Pocket Short-Sleeve T-Shirt;;36;color;yellow;;size;large
shirt;Carhartt Men's Big & Tall Workwear Pocket Short-Sleeve T-Shirt;;36;color;yellow;;size;x-large
shirt;Carhartt Men's Big & Tall Workwear Pocket Short-Sleeve T-Shirt;;36;color;gray;;size;small
shirt;Carhartt Men's Big & Tall Workwear Pocket Short-Sleeve T-Shirt;;36;color;gray;;size;medium
shirt;Carhartt Men's Big & Tall Workwear Pocket Short-Sleeve T-Shirt;;36;color;gray;;size;large
